index,original_gen_str,reason
5106," description
0.08 0.63 0.44
Tb
0.58 0.13 0.44
Tb
0.83 0.88 0.94
Tb
0.33 0.38 0.94
Se
0.33 0.88 0.94
Se
0.83 0.38 0.94
Se
0.08 0.13 0.44
Se
0.58 0.63 0.44
0.08 0.13 0.94
Se
0.58 0.63 0.94
Se
0.83 0.38 0.44
Se
0.33 0.88 0.44
0.33 0.38 0.44
Se
0.08 0.63 0.94
0.83 0.88 0.44
0.58 0.13 0.94
0.58 0.13 0.68
Se
0.83 0.88 0.18
Se
0.33 0.38 0.18
Se
0.08 0.63 0.68
Se
0.83 0.38 0.18
Se
0.58 0.63 0.68
Se
0.33 0.88 0.18
Se
0.08 0.13 0.68
0.58 0.63 0.18
Se
0.83 0.38 0.68
Se
0.33 0.88 0.68
Se
0.08 0.13 0.18
0.83 0.88 0.68
Se
0.58 0.13 0.18
Se
0.33 0.38 0.68
0.08 0.63 0.18
0.33 0.88 0.68
0.08 0.13 0.18
0.83 0.38 0.68
0.58 0.63 0.18
Se
0","Invalid structure: lengths=3, angles=0, species=12"
5123," description
0.64 0.51 0.46
Te
0.14 0.01 0.96
Te
0.64 0.51 0.96
Se
0.14 0.51 0.96
Se
0.64 0.01 0.96
0.43 0.74 0.45
Se
0.93 0.24 0.45
Se
0.91 0.76 0.45
Se
0.41 0.26 0.45
0.25 0.88 0.74
Se
0.75 0.38 0.74
Se
0.75 0.88 0.74
Se
0.25 0.38 0.74
0.52 0.60 0.20
Se
0.02 0.10 0.20
Se
0.02 0.60 0.20
Se
0.52 0.10 0.20
0.35 0.85 0.06
Se
0.85 0.35 0.06
Se
0.85 0.85 0.06
Se
0.35 0.35 0.06
0.33 0.87 0.33
Se
0.83 0.37 0.33
Se
0.83 0.87 0.33
Se
0.33 0.37 0.33
0.09 0.63 0.56
Se
0.59 0.13 0.56
Se
0.59 0.63 0.56
Se
0.09 0.13 0.56
0.13 0.67 0.84
Se
0.63 0.17 0.84
Se
0.63 0.67 0.84
Se
0.13 0.17 0.84
0.76 0.80 0.56
Se
0.26 0.30 0.56
Se
0.26 0.80 0.56","Invalid structure: lengths=3, angles=0, species=12"
5145," description of the lattice type and 3.2
90 90 90
Ag
0.04 0.04 0.88
Ag
0.04 0.54 0.88
Ag
0.54 0.04 0.38
Ag
0.54 0.54 0.38
Ag
0.79 0.79 0.13
Ag
0.29 0.29 0.63
O
0.79 0.79 0.79
O
0.29 0.29 0.29
0.79 0.79 0.46
O
0.29 0.29 0.96
0.91 0.91 0.13
O
0.67 0.67 0.13
O
0.67 0.41 0.63
O
0.91 0.17 0.63
0.41 0.91 0.63
O
0.17 0.67 0.63
O
0.17 0.41 0.13
O
0.41 0.17 0.13
0.04 0.04 0.13
O
0.54 0.54 0.63
0.79 0.29 0.13
O
0.29 0.79 0.63
0.04 0.54 0.13
O
0.54 0.04 0.63
0.04 0.79 0.63
O
0.54 0.29 0.13
O
0.79 0.04 0.63
O
0.29 0.54 0.13
0.04 0.29 0.63
O
0.54 0.79 0.13
0.79 0.54 0.63
O
0.29 0.04 0.13
0.04 0.79 0.63
O
0.54 0.29 0.13
O
0.29 0.54 0.63
O
","Invalid structure: lengths=3, angles=0, species=9"
5230," description
0.73 0.26 0.45
Pb
0.23 0.76 0.95
Pb
0.73 0.26 0.95
Pb
0.23 0.76 0.45
Si
0.23 0.26 0.21
Si
0.73 0.76 0.71
Si
0.73 0.76 0.21
Si
0.23 0.26 0.71
Ru
0.56 0.93 0.20
Ru
0.06 0.43 0.70
Ru
0.06 0.09 0.20
Ru
0.56 0.59 0.70
Ru
0.90 0.59 0.20
Ru
0.40 0.09 0.70
Ru
0.40 0.43 0.20
Ru
0.90 0.93 0.70
0.23 0.26 0.43
Ru
0.73 0.76 0.93
Ru
0.73 0.76 0.43
Ru
0.23 0.26 0.93
0.56 0.93 0.59
Ru
0.06 0.43 0.09
Ru
0.06 0.09 0.59
Ru
0.56 0.59 0.09
Ru
0.90 0.59 0.59
Ru
0.40 0.09 0.09
Ru
0.40 0.43 0.59
Ru
0.90 0.93 0.09
0.23 0.26 0.76
Ru
0.73 0.76 0.26
Ru
0.73 0.76 0.76
Ru
0.23 0.26 0.26
Ru
0.56 0.93 0.27
Ru
0.06 0.43 0.77
Ru
0.06 0.09 0.27
Ru
0.56 0.59 ","Invalid structure: lengths=3, angles=0, species=10"
5370," description
0.03 0.40 0.67
Br
0.03 0.90 0.17
Br
0.53 0.40 0.17ending
Br
0.53 0.40 0.67
Br
0.53 0.90 0.17
Br
0.03 0.90 0.67
Br
0.03 0.40 0.17
Br
0.53 0.90 0.67
0.53 0.40 0.91
Br
0.03 0.90 0.91
Br
0.03 0.40 0.41
Br
0.53 0.90 0.41
Br
0.03 0.40 0.91
0.03 0.90 0.41
Br
0.53 0.40 0.41
0.53 0.90 0.91
Br
0.03 0.90 0.17
Br
0.03 0.40 0.67
Br
0.53 0.90 0.67
0.53 0.40 0.17
0.03 0.40 0.17
Br
0.53 0.40 0.67
0.03 0.90 0.67
0.33 0.54 0.57
Br
0.18 0.09 0.28
Br
0.88 0.20 0.57
Br
0.18 0.70 0.78
Br
0.88 0.80 0.07
Br
0.77 0.20 0.07
Br
0.68 0.70 0.28
Br
0.77 0.60 0.57
Br
0.68 0.09 0.78
Br
0.38 0.20 0.57
Br
0.38 0.70 0.07
Br
0.47 0.09 0.28","Invalid structure: lengths=3, angles=0, species=20"
5375," description of the lattice and angles 101 102 101
Dy
0.55 0.66 0.38
Dy
0.22 0.51 0.04
Dy
0.89 0.34 0.72
Dy
0.66 0.04 0.11
Dy
0.33 0.86 0.79
Dy
0.00 0.71 0.46
Li
0.92 0.02 0.72
Li
0.61 0.34 0.04
Li
0.22 0.21 0.79
Li
0.33 0.16 0.41
Li
0.98 0.34 0.33
Li
0.55 0.97 0.49
Li
0.65 0.89 0.83
Li
0.09 0.94 0.12
Li
0.13 0.53 0.71
Li
0.69 0.51 0.59
Li
0.87 0.72 0.04
Li
0.30 0.54 0.51
Li
0.46 0.43 0.72
Li
0.01 0.10 0.94
Li
0.83 0.17 0.46
Li
0.38 0.13 0.04
Li
0.74 0.30 0.22
Li
0.22 0.85 0.30
0.09 0.28 0.07
Li
0.42 0.41 0.25
Li
0.76 0.54 0.41
Li
0.09 0.67 0.22
Li
0.42 0.79 0.05
Li
0.75 0.93 0.89
Li
0.59 0.79 0.56
Li
0.93 0.93 0.39
Li
0.25 0.05 0.22
Li
0.59 0.17 0.75
Li
0.93 ","Invalid structure: lengths=3, angles=0, species=10"
5416," description
0.68 0.22 0.07
Sb
0.94 0.98 0.57
Sb
0.42 0.50 0.57
Sb
0.18 1.00 0.07
Sb
0.18 0.49 0.07
Te
0.42 1.00 0.57
Te
0.94 0.49 0.57
Te
0.68 0.75 0.07
0.18 0.25 0.57
N
0.68 0.75 0.57
0.18 0.25 0.07
0.68 0.25 0.57
N
0.18 0.75 0.07
0.43 1.00 0.07
N
0.93 0.50 0.07
0.93 1.00 0.07
N
0.43 0.50 0.07
N
0.68 1.00 0.57
N
0.43 0.75 0.57
N
0.93 1.00 0.57
N
0.68 0.50 0.07
N
0.93 0.75 0.57
N
0.43 0.50 0.07
0.68 0.50 0.57
N
0.93 0.25 0.07
N
0.43 0.25 0.07
N
0.18 0.00 0.57
N
0.18 0.50 0.57
N
0.68 0.00 0.07
0.18 0.50 0.07
0.93 0.75 0.57
N
0.43 0.75 0.57
N
0.18 0.75 0.07
N
0.68 0.25 0.57
N
0.68 0.75 0.07
N
0.93","Invalid structure: lengths=3, angles=0, species=9"
5420," description
0.68 0.02 0.33
Hf
0.93 0.52 0.57
Hf
0.43 0.27 0.83
Hf
0.18 0.76 0.07
In
0.43 0.52 0.57
In
0.93 0.02 0.83
In
0.68 0.77 0.07
In
0.18 0.27 0.33
In
0.18 0.02 0.57
In
0.68 0.52 0.83
In
0.43 0.77 0.33
In
0.93 0.27 0.07
0.67 0.27 0.57
In
0.17 0.52 0.82
In
0.93 0.77 0.32
In
0.43 0.02 0.07
0.43 0.77 0.83
In
0.93 0.52 0.07
In
0.68 0.77 0.57
In
0.18 0.02 0.32
0.18 0.27 0.57
In
0.68 0.52 0.32
In
0.43 0.27 0.07
In
0.93 0.77 0.83
0.93 0.27 0.33
In
0.43 0.52 0.08
In
0.18 0.77 0.58
In
0.68 0.02 0.83
0.43 0.02 0.58
0.93 0.27 0.83
In
0.68 0.52 0.08
In
0.18 0.77 0.33
0.18 0.52 0.33
In
0.68 0.77 0.08
In
0.43 0.02 0.33
In
0.93 0.27 0.58","Invalid structure: lengths=3, angles=0, species=9"
5427," description of the lattice and more than 0.0 5.8 7.3
90 90 90
K
0.22 0.86 0.36
K
0.72 0.36 0.38
K
0.72 0.36 0.86
K
0.22 0.86 0.88
As
0.22 0.34 0.62
As
0.22 0.37 0.12
As
0.72 0.84 0.12
As
0.72 0.87 0.62
O
0.22 0.59 0.62
O
0.22 0.60 0.12
O
0.51 0.96 0.62
O
0.01 0.25 0.12
O
0.44 0.25 0.12
O
0.94 0.96 0.62
O
0.72 0.09 0.12
O
0.72 0.10 0.62
0.72 0.72 0.86
O
0.22 0.49 0.88
O
0.22 0.49 0.36
O
0.72 0.72 0.38
0.22 0.22 0.86
O
0.72 0.99 0.88
O
0.72 0.99 0.36
O
0.22 0.22 0.38
0.92 0.68 0.12
O
0.42 0.53 0.62
O
0.03 0.53 0.62
O
0.53 0.68 0.12
0.52 0.19 0.62
O
0.02 0.02 0.12
O
0.43 0.02 0.12
O
0.93 0.19 0.62
0.22 0.23 0.12
O
0.72 0.98 0.62
O","Invalid structure: lengths=3, angles=0, species=8"
5556," description of the lattice type and angles
 P4 90 90
P
0.31 0.73 0.79
P
0.81 0.42 0.63
P
0.07 0.42 0.13
P
0.57 0.73 0.29
P
0.20 0.84 0.04
P
0.70 0.31 0.38
P
0.18 0.31 0.88
P
0.68 0.84 0.54
Au
0.76 0.11 0.06
Au
0.26 0.04 0.36
Au
0.62 0.04 0.86
Au
0.12 0.11 0.56
0.62 0.56 0.82
Au
0.12 0.59 0.60
Au
0.76 0.59 0.10
Au
0.26 0.56 0.32
0.39 0.95 0.68
Au
0.89 0.20 0.74
Au
0.99 0.20 0.24
Au
0.49 0.95 0.18
0.11 0.65 0.90
Au
0.61 0.50 0.52
Au
0.27 0.50 0.02
Au
0.77 0.65 0.40
0.39 0.33 0.73
Au
0.89 0.82 0.69
Au
0.99 0.82 0.19
Au
0.49 0.33 0.23
0.19 0.07 0.94
Au
0.69 0.08 0.48
Au
0.19 0.08 0.98
Au
0.69 0.07 0.44
Au
0.39 0.75 0.04
Au
0.89 0.39 0.38
Au
0.99 0.39 0.88","Invalid structure: lengths=3, angles=0, species=12"
5572," description
0.60 0.35 0.66
Np
0.60 0.85 0.16
Np
0.10 0.35 0.16
Np
0.10 0.85 0.66
H
0.60 0.10 0.41
H
0.60 0.60 0.91
H
0.85 0.85 0.91
H
0.35 0.85 0.41
H
0.35 0.85 0.91
H
0.85 0.85 0.41
H
0.60 0.60 0.41
H
0.60 0.10 0.91
H
0.10 0.10 0.41
H
0.10 0.60 0.91
H
0.85 0.35 0.91
H
0.35 0.35 0.41
H
0.35 0.35 0.91
H
0.85 0.35 0.41
H
0.10 0.60 0.41
H
0.10 0.10 0.91
H
0.60 0.85 0.66
H
0.60 0.35 0.16
H
0.10 0.85 0.16
H
0.10 0.35 0.66
0.10 0.85 0.16
0.85 0.60 0.91
H
0.85 0.10 0.41
H
0.35 0.60 0.41
H
0.35 0.10 0.91
0.35 0.10 0.41
H
0.35 0.60 0.91
H
0.85 0.10 0.91
0.85 0.60 0.41
0.60 0.35 0.41
H
0.60 0.85 0.91
H
0.10 0.35 0.","Invalid structure: lengths=3, angles=0, species=4"
5669," description
0.65 0.85 0.67
Er
0.15 0.35 0.67
Er
0.15 0.85 0.17
Er
0.65 0.35 0.17
Si
0.15 0.35 0.17
Si
0.65 0.85 0.17
Si
0.65 0.35 0.67
0.15 0.85 0.67
0.51 0.50 0.66
Si
0.81 0.20 0.92
Si
0.50 0.50 0.01
Si
0.02 0.35 0.01
Si
0.65 1.00 0.01
Si
0.31 0.20 0.92
Si
0.81 0.70 0.92
Si
0.31 0.70 0.92
Si
0.02 0.00 0.01
Si
0.81 0.70 0.42
Si
0.31 0.70 0.42
Si
0.31 0.20 0.42
Si
0.01 0.50 0.42
Si
0.51 0.00 0.42
Si
0.01 0.00 0.42
Si
0.81 0.20 0.42
Si
0.50 0.50 0.32
Si
0.17 0.52 0.84
Si
0.48 0.17 0.75
Si
0.83 0.48 0.75
Si
0.81 0.20 0.66
Si
0.98 0.67 0.75
Si
0.48 0.17 0.49
Si
0.98 0.33 0.49
Si
0.64 0.67 0.49
Si
0.17 0.17 0.49
Si
0.98 0.17 0.75
Si
0.98 0.99 0.","Invalid structure: lengths=3, angles=0, species=0"
5691," description
0.03 0.66 0.35
Ag
0.03 0.16 0.85
Ag
0.53 0.66 0.85
Ag
0.53 0.16 0.35
F
0.71 0.97 0.04
F
0.36 0.35 0.66
F
0.22 0.98 0.66
F
0.35 0.84 0.16
F
0.85 0.34 0.04
F
0.72 0.48 0.54
F
0.21 0.47 0.17
F
0.86 0.85 0.53
F
0.54 0.16 0.85
F
0.53 0.66 0.35
F
0.03 0.16 0.35
F
0.03 0.66 0.85uja
0.72 0.98 0.77
F
0.45 0.26 0.54
F
0.41 0.71 0.03
F
0.65 0.61 0.67
F
0.21 0.47 0.73
F
0.86 0.85 0.97
F
0.31 0.11 0.17
F
0.96 0.39 0.53
F
0.90 0.23 0.04
F
0.15 0.09 0.53
F
0.10 0.94 0.04
F
0.76 0.21 0.67
F
0.22 0.97 0.78
F
0.71 0.47 0.27
F
0.21 0.97 0.34
F
0.71 0.47 0.84
F
0.07 0.69 0.17
F
0.46 0.90 0.47
F
0.61 0.13 0.03
F
0.81 0.03","Invalid structure: lengths=3, angles=0, species=20"
5711," description
0.63 0.22 0.43
Ca
0.13 0.72 0.43
Ca
0.13 0.72 0.93
Ca
0.63 0.22 0.93
In
0.13 0.22 0.43
In
0.63 0.72 0.93
Ga
0.86 0.45 0.68
Ga
0.86 0.99 0.18
Ga
0.40 0.45 0.18
Ga
0.40 0.99 0.68
0.86 0.45 0.43
Ga
0.86 0.99 0.93
Ga
0.40 0.45 0.93
Ga
0.40 0.99 0.43
0.40 0.99 0.93
Ga
0.40 0.45 0.43
Ga
0.86 0.99 0.43
Ga
0.86 0.45 0.93
0.13 0.22 0.68
Ga
0.63 0.72 0.18
Ga
0.63 0.72 0.68
Ga
0.13 0.22 0.18
0.13 0.72 0.18
Ga
0.63 0.22 0.68
0.63 0.22 0.18
0.13 0.72 0.68
0.63 0.72 0.43
0.13 0.22 0.93
0.13 0.22 0.43
Ga
0.63 0.72 0.93
0.81 0.39 0.18
Ga
0.30 0.90 0.68
Ga
0.45 0.54 0.68
Ga
0.45 0.90 0.18
Ga
0.81 0.05 0.68
Ga
0.80 0.90 0.18
Ga
0.","Invalid structure: lengths=3, angles=0, species=7"
5721," description of the lattice and 3.8
90 90 90
Cs
0.33 0.93 0.03
Cs
0.83 0.43 0.53
H
0.83 0.93 0.03
H
0.33 0.43 0.53
0.55 0.65 0.51
H
0.05 0.15 0.04
H
0.62 0.21 0.04
H
0.12 0.71 0.51
H
0.12 0.65 0.54
H
0.62 0.15 0.01
H
0.05 0.21 0.01
H
0.55 0.71 0.04
0.36 0.66 0.63
H
0.86 0.16 0.92
H
0.81 0.20 0.92
H
0.31 0.70 0.13
H
0.31 0.16 0.42
H
0.81 0.66 0.13
H
0.86 0.70 0.13
H
0.36 0.20 0.42
H
0.36 0.21 0.63
H
0.86 0.71 0.92
H
0.81 0.66 0.92
H
0.31 0.16 0.63
0.63 0.98 0.23
H
0.13 0.48 0.32
H
0.53 0.88 0.32
H
0.03 0.38 0.23
H
0.03 0.98 0.82
H
0.53 0.48 0.73
H
0.13 0.88 0.73
H
0.63 0.38 0.82
H
0.63 0.38 0.23
H
0.13 0.88 0.32
H
0.53 0.48 0","Invalid structure: lengths=3, angles=0, species=17"
5748," description
1.000 1.00 1.00
Mn
0.26 0.26 0.49
Al
0.26 0.75 0.50
Al
0.77 0.26 0.50
Al
0.76 0.76 0.00
Tc
0.76 0.76 0.50
Tc
0.76 0.26 0.00
Tc
0.26 0.76 0.00B
0.94 0.44 0.75
B
0.44 0.94 0.75
B
0.09 0.07 0.25
B
0.59 0.57 0.25
B
0.62 0.09 0.76
B
0.12 0.59 0.75
B
0.42 0.42 0.26
B
0.92 0.92 0.25
0.28 0.27 0.09
B
0.78 0.77 0.69
B
0.76 0.25 0.19
B
0.26 0.75 0.19
B
0.27 0.26 0.69
B
0.77 0.76 0.09
B
0.78 0.26 0.59
B
0.28 0.76 0.59
0.95 0.58 0.91
B
0.45 0.08 0.91
B
0.09 0.93 0.41
B
0.59 0.43 0.41
B
0.59 0.93 0.58
B
0.09 0.43 0.58
B
0.45 0.58 0.08
B
0.95 0.08 0.08
0.59 0.09 0.08
B
0.09 0.59 0.08
B
0.45 0.42 0.58
B
0.95 0.92","Invalid structure: lengths=3, angles=0, species=15"
5860," description
In
0.84 0.03 0.93
In
0.34 0.53 0.43
In
0.34 0.53 0.93
In
0.84 0.03 0.43
Ga
0.09 0.78 0.68
Ga
0.59 0.28 0.68
Ga
0.09 0.78 0.18
Ga
0.59 0.28 0.18
Ge
0.59 0.78 0.68
Ge
0.09 0.28 0.18
Ge
0.09 0.28 0.68
Ge
0.59 0.78 0.18
0.09 0.53 0.93
Ge
0.84 0.78 0.43
Ge
0.59 0.03 0.93
Ge
0.34 0.28 0.43
0.34 0.28 0.93
Ge
0.59 0.03 0.43
Ge
0.84 0.78 0.93
Ge
0.09 0.53 0.43
0.84 0.28 0.68
Ge
0.34 0.78 0.18
Ge
0.84 0.28 0.18
Ge
0.34 0.78 0.68
0.34 0.03 0.68
Ge
0.09 0.03 0.93
Ge
0.84 0.53 0.43
Ge
0.34 0.03 0.18
Ge
0.84 0.53 0.93
Ge
0.59 0.53 0.68
Ge
0.59 0.53 0.18
Ge
0.09 0.03 0.43
0.09 0.78 0.93
Ge
0.59 0.28 0.43
Ge
0.09 0.28 0.43
Ge
0.59 0.78 0","Invalid structure: lengths=3, angles=0, species=9"
5873," description of the lattice type and angles
 P2
0.62 0.38 0.63
P2
0.12 0.88 0.13
Cl
0.91 0.35 0.09
Cl
0.59 0.07 0.18
Cl
0.34 0.91 0.68
Cl
0.66 0.58 0.59
Cl
0.58 0.93 0.88
Cl
0.67 0.62 0.09
Cl
0.38 0.33 0.68
Cl
0.87 0.32 0.59
0.37 0.82 0.18
Cl
0.08 0.11 0.18
Cl
0.16 0.63 0.68
Cl
0.88 0.92 0.68
Cl
0.17 0.43 0.09
Cl
0.08 0.74 0.88
Cl
0.17 0.42 0.38
Cl
0.58 0.24 0.38
0.36 0.43 0.88
Cl
0.58 0.24 0.88
Cl
0.87 0.93 0.38
Cl
0.08 0.74 0.38
Cl
0.07 0.11 0.88
Cl
0.38 0.81 0.88
Cl
0.87 0.31 0.38
Cl
0.58 0.61 0.38
0.87 0.42 0.88
Cl
0.37 0.92 0.38
0.57 0.61 0.88
Cl
0.08 0.11 0.38
Cl
0.08 0.74 0.88
Cl
0.57 0.24 0.38
Cl
0.37 0.42 0.38
Cl
0.87 0.92 0.88
0.74 0.79 0.01
","Invalid structure: lengths=3, angles=0, species=8"
5909," description
Li
0.07 0.72 0.66
Li
0.57 0.22 0.66
Ho
0.07 0.22 0.16
Ho
0.57 0.72 0.16
Ga
0.32 0.97 0.66
Ga
0.82 0.47 0.66
0.32 0.72 0.91
Ga
0.82 0.22 0.91
Ga
0.07 0.97 0.91
Ga
0.57 0.47 0.91
Ga
0.32 0.22 0.41
Ga
0.82 0.72 0.41
Ga
0.57 0.97 0.41
Ga
0.07 0.47 0.41
0.07 0.22 0.66
Ga
0.57 0.72 0.66
Ga
0.07 0.72 0.16
Ga
0.57 0.22 0.16
Ga
0.82 0.97 0.16
Ga
0.32 0.47 0.16
Ga
0.32 0.97 0.16
Ga
0.82 0.47 0.16
0.32 0.72 0.40
Ga
0.82 0.22 0.40
Ga
0.07 0.97 0.40
Ga
0.57 0.47 0.40
Ga
0.32 0.22 0.91
Ga
0.82 0.72 0.91
Ga
0.57 0.97 0.91
Ga
0.07 0.47 0.91
0.07 0.47 0.16
Ga
0.57 0.97 0.16
Ga
0.57 0.47 0.16
Ga
0.07 0.97 0.16
Ga
0.82 0.72 0.16
Ga
0.32 0.22 0","Invalid structure: lengths=3, angles=0, species=14"
5940," description
1.000 1.00 1.00
Cu
0.75 0.50 1.00
Cu
0.25 0.00 0.50
Cu
0.25 0.50 1.00
Cu
0.50 0.25 0.75
Cu
1.00 0.75 0.25
Cu
0.50 0.75 1.00
Si
0.75 0.50 0.50
Si
0.75 1.00 0.501
0.50 0.25 0.25
Si
1.00 0.75 0.751
0.25 0.50 0.501
0.75 1.00 1.001
0.25 0.00 1.001
1.00 0.25 0.751
0.50 0.75 0.251
0.75 0.50 0.251
1.00 0.75 1.001
1.00 0.25 0.25
Si
0.50 0.25 0.75
Si
0.50 0.75 0.751
0.75 1.00 0.501
0.25 0.50 0.75
Si
1.00 0.75 0.501
1.00 0.25 1.001
0.25 0.00 0.251
0.75 0.50 0.75
Si
0.50 0.75 0.501
0.25 0.50 0.25
Si
0.75 0.50 0.501
0.75 1.00 0.251
0.50 0.25 1.001
0.25 0.50 1.00
Si
1.00 1.00 0.501
1.00 0.50 0.75
Si
0.75 0.25 ","Invalid structure: lengths=3, angles=0, species=6"
5958," description
0.36 0.12 0.58
Si
0.71 0.47 0.51
Si
0.02 0.78 0.64
Si
0.21 0.28 0.08
Si
0.52 0.97 0.08
Mn
0.43 0.37 0.32
Mn
0.29 0.87 0.84
Mn
0.93 0.22 0.84
Mn
0.79 0.72 0.32
Mn
0.86 0.12 0.19
Mn
0.36 0.62 0.58
Mn
0.86 0.62 0.08
Mn
0.36 0.62 0.95
Si
0.16 0.93 0.26
Si
0.56 0.32 0.90
Si
0.06 0.43 0.26
Si
0.66 0.82 0.90
0.68 0.82 0.57
Si
0.04 0.44 0.57
Si
0.56 0.30 0.10
Si
0.16 0.95 0.10
Si
0.04 0.82 0.39
Si
0.68 0.44 0.76
Si
0.18 0.32 0.39
Si
0.54 0.94 0.76
Si
0.36 0.62 0.28
Si
0.86 0.12 0.56
Si
0.36 0.62 0.76
Si
0.86 0.12 0.39
Si
0.54 0.18 0.38
Si
0.18 0.08 0.78
Si
0.80 0.45 0.28
Si
0.90 0.80 0.78
Si
0.18 0.58 0.78
Si
0.04 0.68 0.28
Si
0","Invalid structure: lengths=3, angles=0, species=18"
5980," description of the lattice line length and angle for each atom within the lattice
0.00 0.34 0.51
O
0.20 0.54 0.71
O
0.80 0.14 0.31
O
0.35 0.69 0.86
O
0.65 0.99 0.16
F
0.20 0.34 0.71
F
0.00 0.14 0.31
F
0.80 0.34 0.31
F
0.00 0.54 0.71
F
0.85 0.19 0.66
F
0.15 0.49 0.36
F
0.35 0.69 0.66
F
0.65 0.99 0.36
F
0.85 0.99 0.15
F
0.65 0.79 0.15
F
0.85 0.69 0.36
F
0.15 0.99 0.36
F
0.35 0.19 0.36
F
0.65 0.49 0.65
F
0.15 0.79 0.86
F
0.35 0.99 0.65
F
0.65 0.29 0.15
F
0.35 0.49 0.86
F
0.15 0.69 0.15
0.15 0.49 0.85
F
0.85 0.19 0.16
F
0.65 0.99 0.85
F
0.35 0.69 0.16
0.85 0.69 0.66
F
0.15 0.99 0.66
0.35 0.19 0.85
F
0.65 0.49 0.85
0.35 0.19 0.16
F
0.65 0.49 0.16
0.85 0.69 0.16
F
","Invalid structure: lengths=3, angles=0, species=5"
6066," description
0.27 0.59 0.31
Cu
0.99 0.59 0.03
Cu
0.99 0.87 0.31
Cu
0.72 0.32 0.31
Cu
0.72 0.59 0.58
Cu
0.50 0.10 0.53
Cu
0.50 0.36 0.79
Cu
0.25 0.82 0.79
Cu
0.25 0.10 0.08
Cu
0.15 0.23 0.68
Cu
0.15 0.49 0.93
Cu
0.40 0.23 0.93
Cu
0.40 0.49 0.68
Cu
0.65 0.74 0.18
Cu
0.65 0.99 0.43
Cu
0.90 0.74 0.43
Cu
0.90 0.99 0.18
Rh
0.16 0.25 0.17
Rh
0.16 0.99 0.44
Rh
0.65 0.48 0.17
Rh
0.65 0.25 0.94
Rh
0.89 0.48 0.44
Rh
0.89 0.25 0.67
Rh
0.39 0.75 0.94
Rh
0.39 0.99 0.17
0.81 0.88 0.84
Rh
0.81 0.63 0.84
Rh
0.56 0.88 0.84
Rh
0.81 0.88 0.58
Rh
0.81 0.63 0.34
Rh
0.56 0.88 0.34
Rh
0.31 0.38 0.08
Rh
0.31 0.13 0.34
Rh
0.06 0.38 0.34
Rh
0.31 0.38 0.58
0.31 0.63 0.","Invalid structure: lengths=3, angles=0, species=9"
6070," description of the lattice type and coordinates for each atom within the lattice
 Li 0.61 0.31 0.04
Li
0.11 0.81 0.04
Li
0.61 0.81 0.54
Li
0.86 0.56 0.79
Li
0.36 0.06 0.29
Li
0.61 0.81 0.04
Li
0.11 0.31 0.54
Li
0.11 0.81 0.54
Li
0.61 0.31 0.54
Mg
0.36 0.56 0.79
Mg
0.86 0.06 0.29
Mg
0.36 0.56 0.29
Mg
0.86 0.06 0.79Au
0.36 0.06 0.79
Au
0.86 0.56 0.29
0.21 0.91 0.23
Au
0.71 0.41 0.73
Au
0.71 0.72 0.73
Au
0.01 0.41 0.73
Au
0.71 0.41 0.04
Au
0.21 0.91 0.93
Au
0.21 0.22 0.93
Au
0.50 0.91 0.93
Au
0.21 0.61 0.93
Au
0.91 0.91 0.93
Au
0.41 0.41 0.43
Au
0.71 0.11 0.43
Au
0.41 0.11 0.43
Au
0.91 0.61 0.43
Au
0.21 0.11 0.43
Au
0.91 0.41 0.43
Au
0.50 0.91 0.64
Au
0.21 0.22 0.64
Au
0.50 0.61 0.64
Au
0.91 ","Invalid structure: lengths=3, angles=0, species=2"
6073," description of the lattice type and 90 90 90
Pa
0.25 0.22 0.27
Pa
0.75 0.72 0.27
Pa
0.25 0.72 0.77
Zn
0.25 0.72 0.27
Rh
0.75 0.22 0.27
Rh
0.50 0.97 0.52
Rh
0.00 0.47 0.52
Rh
0.50 0.47 0.52
Rh
0.00 0.97 0.52
Rh
0.00 0.22 0.77
Rh
0.75 0.22 0.77
Rh
0.50 0.47 0.01
Rh
0.00 0.97 0.01
Rh
0.50 0.97 0.01
Rh
0.00 0.47 0.01
Rh
0.25 0.22 0.77
Rh
0.75 0.72 0.77
0.10 0.56 0.27
Rh
0.60 0.06 0.27
Rh
0.45 0.92 0.77
Rh
0.95 0.41 0.77
Rh
0.61 0.41 0.77
Rh
0.10 0.92 0.77
Rh
0.60 0.07 0.77
Rh
0.11 0.57 0.77
Rh
0.45 0.41 0.27
Rh
0.95 0.91 0.27
Rh
0.45 0.57 0.77
Rh
0.95 0.07 0.77
Rh
0.60 0.72 0.42
Rh
0.10 0.22 0.44
Rh
0.60 0.72 0.12
Rh
0.10 0.22 0.09
0.75 0.57 0.42
Rh
0.25 0.07 0.","Invalid structure: lengths=3, angles=0, species=15"
