lengths,angles,species,coords
"[4.1, 4.1, 9.1]","[90.0, 90.0, 90.0]","['U', 'U', 'Ni', 'Ni', 'Ni', 'Ni', 'As', 'As', 'As', 'As']","[[0.43, 0.58, 0.52], [0.93, 0.08, 0.02], [0.93, 0.58, 0.27], [0.93, 0.58, 0.77], [0.43, 0.08, 0.27], [0.43, 0.08, 0.77], [0.93, 0.08, 0.65], [0.43, 0.58, 0.15], [0.43, 0.58, 0.89], [0.93, 0.08, 0.39]]"
"[6.4, 6.4, 4.6]","[90.0, 90.0, 120.0]","['Sm', 'Sm', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al']","[[0.61, 0.96, 0.84], [0.94, 0.62, 0.34], [0.42, 0.58, 0.34], [0.98, 0.14, 0.34], [0.42, 0.14, 0.34], [0.13, 0.99, 0.84], [0.57, 0.44, 0.84], [0.13, 0.44, 0.84]]"
"[4.5, 4.5, 4.5]","[59.0, 59.0, 59.0]","['Sc', 'Sc', 'Co', 'Rh']","[[0.71, 0.43, 0.55], [0.21, 0.93, 0.05], [0.46, 0.18, 0.3], [0.96, 0.68, 0.8]]"
"[5.7, 6.5, 7.3]","[90.0, 90.0, 90.0]","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Fe', 'Fe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.41, 0.07, 0.56], [0.91, 0.25, 0.31], [0.41, 0.57, 0.31], [0.91, 0.75, 0.56], [0.91, 0.28, 0.81], [0.41, 0.04, 0.06], [0.91, 0.78, 0.06], [0.41, 0.54, 0.81], [0.66, 0.91, 0.31], [0.16, 0.41, 0.56], [0.78, 0.07, 0.59], [0.28, 0.25, 0.28], [0.78, 0.57, 0.28], [0.28, 0.75, 0.59], [0.25, 0.28, 0.81], [0.75, 0.04, 0.06], [0.25, 0.78, 0.06], [0.75, 0.54, 0.81]]"
"[5.1, 5.1, 5.1]","[59.0, 59.0, 59.0]","['Li', 'Li', 'Ac', 'In']","[[0.78, 0.76, 0.34], [0.28, 0.26, 0.84], [0.03, 0.01, 0.59], [0.53, 0.51, 0.09]]"
"[5.4, 5.4, 6.9]","[90.0, 90.0, 119.0]","['Eu', 'Eu', 'Eu', 'Tl']","[[0.09, 0.95, 0.94], [0.43, 0.62, 0.6], [0.76, 0.28, 0.27], [0.43, 0.62, 0.1]]"
"[15.1, 13.5, 8.3]","[83.0, 62.0, 33.0]","['Cs', 'Cs', 'Cs', 'Cs', 'Zr', 'Zr', 'Ag', 'Ag', 'Ag', 'Ag', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te']","[[0.62, 0.98, 0.17], [0.01, 0.37, 0.28], [0.26, 0.62, 0.53], [0.37, 0.73, 0.92], [0.19, 0.55, 0.1], [0.44, 0.8, 0.35], [0.94, 0.3, 0.85], [0.69, 0.05, 0.6], [0.94, 0.8, 0.85], [0.69, 0.55, 0.1], [0.29, 0.06, 0.1], [0.44, 0.38, 0.24], [0.69, 0.27, 0.44], [0.85, 0.55, 0.54], [0.59, 0.8, 0.73], [0.03, 0.61, 0.85], [0.94, 0.99, 0.9], [0.24, 0.32, 0.79]]"
"[4.3, 4.3, 4.3]","[59.0, 59.0, 59.0]","['Li', 'Ga', 'Ga', 'Ir']","[[0.62, 0.84, 0.89], [0.12, 0.34, 0.39], [0.87, 0.09, 0.14], [0.37, 0.59, 0.64]]"
"[6.7, 7.2, 10.2]","[90.0, 90.0, 90.0]","['Na', 'Na', 'Na', 'Na', 'Y', 'Y', 'Y', 'Y', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']","[[0.36, 0.94, 0.35], [0.86, 0.44, 0.85], [0.34, 0.44, 0.35], [0.84, 0.94, 0.85], [0.35, 0.69, 0.69], [0.85, 0.19, 0.51], [0.35, 0.19, 0.01], [0.85, 0.69, 0.19], [0.74, 0.69, 0.51], [0.24, 0.19, 0.68], [0.96, 0.19, 0.18], [0.46, 0.69, 0.01], [0.66, 0.47, 0.26], [0.16, 0.97, 0.93], [0.04, 0.42, 0.43], [0.54, 0.92, 0.76], [0.04, 0.97, 0.43], [0.54, 0.47, 0.76], [0.66, 0.92, 0.26], [0.16, 0.42, 0.93]]"
"[3.8, 5.4, 10.3]","[90.0, 90.0, 90.0]","['Ca', 'Ca', 'Ti', 'Ti', 'Ti', 'Ti', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.15, 0.66, 0.67], [0.15, 0.16, 0.17], [0.15, 0.67, 0.4], [0.15, 0.15, 0.43], [0.15, 0.65, 0.9], [0.15, 0.17, 0.93], [0.15, 0.93, 0.32], [0.15, 0.91, 0.02], [0.15, 0.41, 0.82], [0.15, 0.43, 0.52], [0.15, 0.91, 0.52], [0.15, 0.43, 0.32], [0.15, 0.93, 0.82], [0.15, 0.41, 0.02], [0.65, 0.16, 0.67], [0.65, 0.66, 0.17]]"
"[6.4, 6.4, 6.4]","[98.0, 98.0, 98.0]","['Tm', 'Tm', 'Tm', 'Tm', 'Tm', 'Tm', 'W', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.4, 0.5, 0.22], [0.15, 0.42, 0.67], [0.86, 0.25, 0.14], [0.23, 0.96, 0.92], [0.94, 0.79, 0.39], [0.69, 0.71, 0.84], [0.54, 0.1, 0.53], [0.47, 0.14, 0.24], [0.49, 0.4, 0.6], [0.13, 0.28, 0.96], [0.37, 0.67, 0.94], [0.84, 0.17, 0.48], [0.11, 0.52, 0.36], [0.97, 0.69, 0.71], [0.25, 0.03, 0.57], [0.72, 0.53, 0.12], [0.95, 0.93, 0.09], [0.58, 0.81, 0.46], [0.61, 0.07, 0.83]]"
"[4.4, 4.4, 4.4]","[59.0, 59.0, 59.0]","['Ti', 'Ti', 'Tc', 'Pt']","[[0.96, 0.43, 0.35], [0.46, 0.93, 0.85], [0.21, 0.68, 0.6], [0.71, 0.18, 0.1]]"
"[9.3, 9.3, 3.2]","[90.0, 90.0, 90.0]","['Sc', 'Sc', 'Sc', 'Sc', 'Sc', 'Sc', 'B', 'B', 'B', 'B', 'Ir', 'Ir', 'Ir', 'Ir', 'Ir', 'Ir', 'Ir', 'Ir', 'Ir', 'Ir']","[[0.27, 0.28, 0.75], [0.77, 0.13, 0.75], [0.12, 0.78, 0.75], [0.62, 0.63, 0.75], [0.45, 0.95, 0.75], [0.95, 0.45, 0.75], [0.07, 0.07, 0.75], [0.57, 0.33, 0.75], [0.33, 0.57, 0.75], [0.83, 0.83, 0.75], [0.52, 0.18, 0.25], [0.67, 0.88, 0.25], [0.23, 0.02, 0.25], [0.38, 0.73, 0.25], [0.88, 0.68, 0.25], [0.02, 0.23, 0.25], [0.17, 0.52, 0.25], [0.73, 0.38, 0.25], [0.95, 0.95, 0.25], [0.45, 0.45, 0.25]]"
"[5.8, 5.8, 5.8]","[55.0, 55.0, 55.0]","['Li', 'Os', 'F', 'F', 'F', 'F', 'F', 'F']","[[0.51, 0.78, 0.7], [0.01, 0.28, 0.2], [0.7, 0.13, 0.38], [0.37, 0.97, 0.06], [0.85, 0.89, 0.91], [0.61, 0.61, 0.52], [0.22, 0.45, 0.8], [0.13, 0.55, 0.32]]"
"[5.9, 5.9, 7.1]","[90.0, 90.0, 142.0]","['Ce', 'Ce', 'P', 'P', 'Ru', 'Ru', 'Ru', 'Ru', 'C', 'C']","[[0.36, 0.34, 0.42], [0.26, 0.44, 0.92], [0.08, 0.63, 0.42], [0.54, 0.16, 0.92], [0.65, 0.06, 0.22], [0.97, 0.73, 0.11], [0.97, 0.73, 0.72], [0.65, 0.06, 0.61], [0.81, 0.89, 0.17], [0.81, 0.89, 0.67]]"
"[5.2, 5.4, 7.4]","[90.0, 90.0, 90.0]","['Sc', 'Sc', 'Sc', 'Sc', 'Al', 'Al', 'Al', 'Al', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.25, 0.19, 0.48], [0.75, 0.59, 0.98], [0.73, 0.69, 0.48], [0.23, 0.09, 0.98], [0.74, 0.14, 0.23], [0.74, 0.14, 0.73], [0.24, 0.64, 0.23], [0.24, 0.64, 0.73], [0.34, 0.61, 0.48], [0.84, 0.17, 0.98], [0.64, 0.11, 0.48], [0.14, 0.67, 0.98], [0.93, 0.84, 0.68], [0.43, 0.94, 0.78], [0.04, 0.34, 0.28], [0.54, 0.44, 0.18], [0.93, 0.84, 0.28], [0.43, 0.94, 0.18], [0.04, 0.34, 0.68], [0.54, 0.44, 0.78]]"
"[5.7, 5.7, 10.0]","[64.0, 64.0, 43.0]","['Ho', 'Ho', 'Ho', 'Ho', 'Co', 'Co', 'Ge', 'Ge', 'Ge', 'Ge']","[[0.1, 0.42, 0.11], [0.48, 0.8, 0.89], [0.3, 0.61, 0.32], [0.29, 0.6, 0.68], [0.03, 0.35, 0.62], [0.56, 0.87, 0.37], [0.8, 0.11, 0.12], [0.79, 0.1, 0.88], [0.94, 0.26, 0.43], [0.64, 0.95, 0.56]]"
"[3.8, 9.1, 9.1]","[120.0, 90.0, 90.0]","['Ho', 'Ho', 'Ga', 'Ga', 'Ga', 'Ga', 'Ga', 'Ga', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co']","[[0.19, 0.66, 0.9], [0.69, 0.32, 0.24], [0.19, 0.87, 0.7], [0.19, 0.26, 0.7], [0.19, 0.87, 0.3], [0.19, 0.11, 0.44], [0.19, 0.6, 0.44], [0.19, 0.11, 0.95], [0.69, 0.11, 0.46], [0.69, 0.37, 0.8], [0.69, 0.75, 0.7], [0.69, 0.37, 0.7], [0.69, 0.75, 0.3], [0.69, 0.11, 0.8], [0.19, 0.45, 0.04], [0.19, 0.99, 0.16], [0.19, 0.45, 0.49]]"
"[10.1, 7.4, 9.5]","[59.0, 90.0, 90.0]","['K', 'K', 'K', 'K', 'Sn', 'Sn', 'Sn', 'Sn', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se']","[[0.41, 0.03, 0.24], [0.91, 0.59, 0.04], [0.29, 0.59, 0.54], [0.79, 0.03, 0.74], [0.9, 0.13, 0.34], [0.4, 0.5, 0.95], [0.8, 0.5, 0.45], [0.3, 0.13, 0.84], [0.67, 0.28, 0.16], [0.17, 0.35, 0.13], [0.03, 0.35, 0.63], [0.53, 0.28, 0.66], [0.12, 0.93, 0.44], [0.62, 0.69, 0.84], [0.58, 0.69, 0.34], [0.08, 0.93, 0.94], [0.82, 0.02, 0.07], [0.32, 0.51, 0.22], [0.88, 0.51, 0.72], [0.38, 0.02, 0.57]]"
"[90.0, 90.0, 119.0]",[],[],[]
"[4.3, 4.3, 4.1]","[90.0, 90.0, 120.0]","['Er', 'Al', 'Ga']","[[0.69, 0.72, 0.71], [0.02, 0.39, 0.21], [0.36, 0.06, 0.21]]"
"[4.1, 4.1, 4.1]","[90.0, 90.0, 119.0]","['Er', 'Ge', 'Ge', 'Ge']","[[0.89, 0.94, 0.11], [0.55, 0.27, 0.61], [0.22, 0.6, 0.61], [0.89, 0.94, 0.61]]"
"[4.4, 4.4, 7.5]","[90.0, 90.0, 119.0]","['Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Pt', 'Rh']","[[0.32, 0.16, 0.44], [0.32, 0.16, 0.94], [0.65, 0.82, 0.18], [0.98, 0.49, 0.68], [0.98, 0.49, 0.31], [0.65, 0.82, 0.81], [0.65, 0.82, 0.44], [0.98, 0.49, 0.94]]"
"[5.5, 5.5, 10.5]","[99.0, 85.0, 119.0]","['K', 'Mg', 'Mn', 'Mn', 'Al', 'Ge', 'Ge', 'Ge', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'F', 'F']","[[0.2, 0.09, 0.14], [0.96, 0.75, 0.62], [0.84, 0.91, 0.88], [0.35, 0.43, 0.38], [0.6, 0.07, 0.37], [0.09, 0.56, 0.9], [0.47, 0.25, 0.62], [0.7, 0.61, 0.13], [0.1, 0.29, 0.53], [0.25, 0.66, 0.02], [0.5, 0.47, 0.77], [0.77, 0.17, 0.27], [0.75, 0.42, 0.02], [0.92, 0.6, 0.28], [0.03, 0.59, 0.77], [0.67, 0.74, 0.53], [0.31, 0.27, 0.28], [0.45, 0.95, 0.76], [0.6, 0.9, 0.01], [0.99, 0.06, 0.79]]"
"[5.8, 5.8, 5.8]","[90.0, 90.0, 90.0]","['Cs', 'Pb', 'Cl', 'Cl', 'Cl']","[[0.7, 0.39, 0.51], [0.2, 0.89, 0.01], [0.7, 0.89, 0.01], [0.2, 0.39, 0.01], [0.2, 0.89, 0.51]]"
"[4.6, 4.6, 4.6]","[59.0, 59.0, 59.0]","['Th', 'Ni', 'Sn']","[[0.43, 0.74, 0.07], [0.68, 0.99, 0.32], [0.93, 0.24, 0.57]]"
"[6.0, 6.0, 6.0]","[59.0, 59.0, 59.0]","['Ba', 'Ba', 'Ca', 'Re', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.33, 0.94, 0.68], [0.83, 0.44, 0.18], [0.08, 0.69, 0.43], [0.58, 0.19, 0.93], [0.35, 0.96, 0.16], [0.35, 0.42, 0.7], [0.81, 0.96, 0.16], [0.35, 0.42, 0.16], [0.81, 0.42, 0.7], [0.81, 0.96, 0.7]]"
"[5.0, 5.0, 5.0]","[59.0, 59.0, 59.0]","['Y', 'Tm', 'Al', 'Al']","[[0.8, 0.45, 0.83], [0.3, 0.95, 0.33], [0.55, 0.2, 0.58], [0.05, 0.7, 0.08]]"
"[6.6, 6.6, 6.6]","[109.0, 109.0, 109.0]","['Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Ge', 'Ge', 'Ge', 'As', 'As', 'As', 'As']","[[0.2, 0.21, 0.74], [0.2, 0.71, 0.24], [0.7, 0.21, 0.24], [0.7, 0.71, 0.74], [0.01, 0.03, 0.05], [0.39, 0.51, 0.74], [0.7, 0.51, 0.43], [0.49, 0.8, 0.42], [0.36, 0.99, 0.92], [0.51, 0.21, 0.54], [0.99, 0.71, 0.54], [0.7, 0.92, 0.92], [0.39, 0.89, 0.63], [0.01, 0.39, 0.34], [0.7, 0.89, 0.34], [0.32, 0.21, 0.16], [0.08, 0.21, 0.92], [0.7, 0.59, 0.16], [0.01, 0.6, 0.92]]"
"[0.25, 5.3, 12.9]","[90.0, 90.0, 90.0]","['Sc', 'Sc', 'Sc', 'Sc', 'Sc', 'Sc', 'Sc', 'Sc', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Si', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni']","[[0.12, 0.25, 0.11], [0.62, 0.75, 0.28], [0.12, 0.09, 0.61], [0.62, 0.59, 0.78], [0.12, 0.08, 0.86], [0.62, 0.58, 0.53], [0.12, 0.26, 0.36], [0.62, 0.76, 0.03], [0.12, 0.58, 0.95], [0.62, 0.08, 0.44], [0.62, 0.26, 0.17], [0.12, 0.76, 0.21], [0.62, 0.95, 0.84], [0.12, 0.45, 0.56], [0.62, 0.39, 0.34], [0.12, 0.89, 0.06], [0.62, 0.27, 0.94], [0.12, 0.77, 0.44], [0.62, 0.98, 0.67], [0.12, 0.48, 0.71], [0.62, 0.75, 0.63], [0.12, 0.25, 0.76], [0.62, 0.58, 0.13], [0.12, 0.08, 0.26], [0.62, 0.93, 0.44], [0.12, 0.43, 0.94], [0.62, 0.41, 0.94], [0.0, 0.0, 0.0]]"
"[7.9, 7.9, 5.3]","[90.0, 90.0, 120.0]","['K', 'K', 'K', 'K', 'K', 'K', 'C', 'C', 'C', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.95, 0.67, 0.38], [0.41, 0.12, 0.38], [0.95, 0.12, 0.38], [0.59, 0.95, 0.88], [0.12, 0.48, 0.88], [0.59, 0.48, 0.88], [0.1, 0.97, 0.88], [0.43, 0.64, 0.38], [0.76, 0.31, 0.38], [0.91, 0.15, 0.88], [0.52, 0.44, 0.38], [0.1, 0.97, 0.12], [0.1, 0.97, 0.63], [0.9, 0.55, 0.88], [0.54, 0.16, 0.88], [0.42, 0.52, 0.38], [0.54, 0.7, 0.38], [0.88, 0.44, 0.38]]"
"[4.3, 4.3, 4.3]","[59.0, 59.0, 59.0]","['Zn', 'Ga', 'Rh', 'Rh']","[[0.6, 0.78, 0.22], [0.1, 0.28, 0.72], [0.35, 0.53, 0.97], [0.85, 0.03, 0.47]]"
"[0.78, 0.78, 0.02]","[95.0, 95.0, 141.0]","['Rb', 'Rb', 'Li', 'Al', 'F', 'F', 'F', 'F', 'F', 'F']","[[0.41, 0.84, 0.48], [0.73, 0.5, 0.48], [0.07, 0.67, 0.98], [0.57, 0.17, 0.98], [0.33, 0.2, 0.17], [0.81, 0.15, 0.79], [0.53, 0.41, 0.17], [0.6, 0.93, 0.79], [0.9, 0.03, 0.14], [0.25, 0.3, 0.81]]"
"[4.6, 4.6, 4.6]","[59.0, 59.0, 59.0]","['Mg', 'Mg', 'Ag', 'Rh']","[[0.46, 0.72, 0.49], [0.96, 0.22, 0.99], [0.71, 0.97, 0.74], [0.21, 0.47, 0.24]]"
"[3.5, 5.9, 6.4]","[90.0, 90.0, 90.0]","['Cr', 'Cr', 'Mo', 'Mo', 'As', 'As', 'As', 'As']","[[0.43, 0.33, 0.3], [0.43, 0.83, 0.19], [0.93, 0.32, 0.68], [0.93, 0.82, 0.81], [0.93, 0.52, 0.08], [0.93, 0.02, 0.41], [0.43, 0.13, 0.92], [0.43, 0.63, 0.56]]"
"[6.5, 6.5, 6.5]","[129.0, 129.0, 74.0]","['Al', 'Al', 'Tl', 'Tl', 'F', 'F', 'F', 'F', 'F', 'F']","[[0.62, 0.98, 0.92], [0.12, 0.48, 0.92], [0.37, 0.23, 0.42], [0.87, 0.73, 0.42], [0.72, 0.82, 0.86], [0.22, 0.63, 0.42], [0.97, 0.32, 0.42], [0.47, 0.13, 0.98], [0.37, 0.73, 0.92], [0.87, 0.23, 0.92]]"
"[5.3, 5.5, 7.1]","[86.0, 89.0, 89.0]","['Na', 'Ca', 'Mg', 'Al', 'Si', 'Si', 'Si', 'Si', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.74, 0.53, 0.46], [0.24, 0.03, 0.46], [0.74, 0.53, 0.96], [0.24, 0.03, 0.96], [0.74, 0.08, 0.7], [0.24, 0.59, 0.7], [0.74, 0.07, 0.22], [0.24, 0.6, 0.22], [0.87, 0.02, 0.97], [0.18, 0.52, 0.96], [0.72, 0.84, 0.64], [0.21, 0.32, 0.64], [0.76, 0.83, 0.28], [0.26, 0.34, 0.28], [0.47, 0.07, 0.71], [0.97, 0.57, 0.72], [0.48, 0.09, 0.21], [0.98, 0.58, 0.21], [0.59, 0.52, 0.96], [0.11, 0.02, 0.96]]"
"[3.8, 3.8, 6.0]","[90.0, 90.0, 120.0]","['Pm', 'Pm', 'H', 'H']","[[0.85, 0.72, 0.34], [0.18, 0.38, 0.84], [0.85, 0.72, 0.94], [0.18, 0.38, 0.44]]"
"[5.3, 5.3, 6.3]","[90.0, 90.0, 119.0]","['Ca', 'Ca', 'Mg', 'Mg', 'Mg', 'Mg']","[[0.68, 0.69, 0.88], [0.35, 0.03, 0.38], [0.35, 0.03, 0.88], [0.68, 0.69, 0.38], [0.01, 0.36, 0.13], [0.01, 0.36, 0.63]]"
"[4.7, 5.6, 7.7]","[85.0, 87.0, 87.0]","['Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'F', 'F', 'F', 'F', 'F']","[[0.34, 0.15, 0.1], [0.3, 0.82, 0.44], [0.36, 0.48, 0.79], [0.84, 0.65, 0.1], [0.78, 0.98, 0.78], [0.82, 0.32, 0.45], [0.63, 0.01, 0.53], [0.51, 0.18, 0.86], [0.51, 0.85, 0.2], [0.14, 0.45, 0.59], [0.14, 0.12, 0.37], [0.01, 0.29, 0.94], [0.01, 0.92, 0.63], [0.62, 0.36, 0.2], [0.62, 0.68, 0.85], [0.53, 0.53, 0.52], [0.12, 0.71, 0.26], [0.03, 0.59, 0.89]]"
"[7.4, 7.4, 7.4]","[96.0, 96.0, 141.0]","['Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Fe', 'Fe', 'Sb', 'Sb', 'Sb', 'Sb']","[[0.79, 0.7, 0.72], [0.29, 0.2, 0.72], [0.79, 0.03, 0.54], [0.29, 0.87, 0.9], [0.31, 0.53, 0.35], [0.81, 0.37, 0.09], [0.13, 0.71, 0.09], [0.47, 0.19, 0.35], [0.63, 0.69, 0.9], [0.97, 0.21, 0.54], [0.79, 0.2, 0.22], [0.29, 0.7, 0.22], [0.38, 0.28, 0.0], [0.88, 0.12, 0.9], [0.21, 0.78, 0.53], [0.71, 0.62, 0.33]]"
"[8.2, 8.2, 8.2]","[126.0, 126.0, 78.0]","['Nd', 'Nd', 'Nd', 'Nd', 'Nd', 'Nd', 'Nd', 'Nd', 'Nd', 'Nd', 'Pt', 'Pt', 'Pt', 'Pt']","[[0.84, 0.81, 0.55], [0.34, 0.31, 0.55], [0.63, 0.1, 0.37], [0.05, 0.51, 0.73], [0.31, 0.78, 0.73], [0.13, 0.28, 0.05], [0.87, 0.01, 0.05], [0.37, 0.84, 0.37], [0.55, 0.34, 0.05], [0.81, 0.6, 0.05], [0.99, 0.45, 0.33], [0.69, 0.16, 0.77], [0.49, 0.66, 0.05], [0.19, 0.95, 0.05]]"
"[8.2, 8.2, 8.2]","[59.0, 59.0, 59.0]","['Rb', 'Rb', 'Sb', 'Br', 'Br', 'Br', 'Br', 'Br', 'Br']","[[0.41, 0.34, 0.31], [0.91, 0.84, 0.81], [0.16, 0.09, 0.06], [0.92, 0.85, 0.3], [0.92, 0.33, 0.3], [0.4, 0.85, 0.82], [0.92, 0.33, 0.82], [0.4, 0.85, 0.3], [0.4, 0.33, 0.82]]"
"[4.8, 4.8, 8.5]","[73.0, 73.0, 37.0]","['Li', 'Li', 'Li', 'Li', 'Cu', 'Cu', 'O', 'O', 'O', 'O']","[[0.58, 0.55, 0.21], [0.03, 0.0, 0.48], [0.28, 0.26, 0.35], [0.32, 0.3, 0.63], [0.68, 0.66, 0.92], [0.92, 0.89, 0.8], [0.58, 0.55, 0.7], [0.92, 0.89, 0.11], [0.73, 0.71, 0.46], [0.28, 0.3, 0.86]]"
"[6.6, 6.6, 18.4]","[90.0, 90.0, 146.0]","['Sm', 'Sm', 'Sm', 'Sm', 'Sm', 'Sm', 'Sm', 'Sm', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.74, 0.45, 0.33], [0.0, 0.19, 0.44], [0.74, 0.45, 0.94], [0.0, 0.19, 0.83], [0.46, 0.73, 0.14], [0.28, 0.91, 0.64], [0.68, 0.51, 0.14], [0.06, 0.13, 0.64], [0.34, 0.85, 0.27], [0.4, 0.8, 0.5], [0.4, 0.8, 0.77], [0.34, 0.85, 1.0], [0.86, 0.33, 0.23], [0.88, 0.28, 0.54], [0.88, 0.28, 0.73], [0.86, 0.33, 0.04], [0.55, 0.64, 0.93], [0.19, 0.0, 0.84], [0.19, 0.0, 0.43], [0.55, 0.64, 0.34]]"
"[5.4, 5.4, 5.5]","[90.0, 90.0, 90.0]","['K', 'K', 'Hg', 'Hg', 'As']","[[0.06, 0.14, 0.66], [0.56, 0.64, 0.66], [0.56, 0.14, 0.16], [0.06, 0.64, 0.16], [0.06, 0.64, 0.66]]"
"[4.9, 4.9, 6.9]","[90.0, 90.0, 113.0]","['Mn', 'Mn', 'Se', 'Se', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.16, 0.8, 0.28], [0.16, 0.8, 0.78], [0.8, 0.16, 0.03], [0.51, 0.45, 0.53], [0.9, 0.05, 0.83], [0.41, 0.55, 0.33], [0.41, 0.55, 0.72], [0.9, 0.05, 0.22], [0.47, 0.09, 0.03], [0.84, 0.51, 0.53], [0.87, 0.59, 0.03], [0.44, 0.01, 0.53]]"
"[5.0, 5.0, 7.0]","[90.0, 90.0, 120.0]","['Tb', 'Tb', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'B', 'B', 'B', 'B']","[[0.97, 0.13, 0.54], [0.97, 0.13, 0.04], [0.47, 0.13, 0.25], [0.47, 0.63, 0.25], [0.97, 0.63, 0.25], [0.47, 0.13, 0.83], [0.47, 0.63, 0.83], [0.97, 0.63, 0.83], [0.64, 0.47, 0.54], [0.31, 0.8, 0.54], [0.31, 0.8, 0.04], [0.64, 0.47, 0.04]]"
"[5.4, 5.4, 7.5]","[90.0, 90.0, 90.0]","['Pr', 'Pr', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'Rh', 'Rh', 'Rh', 'Rh', 'Rh', 'Rh', 'Rh', 'Rh']","[[0.95, 0.7, 0.88], [0.45, 0.2, 0.38], [0.78, 0.2, 0.03], [0.13, 0.2, 0.03], [0.95, 0.03, 0.53], [0.95, 0.37, 0.53], [0.63, 0.7, 0.23], [0.28, 0.7, 0.23], [0.45, 0.87, 0.73], [0.45, 0.53, 0.73], [0.2, 0.2, 0.73], [0.7, 0.2, 0.73], [0.95, 0.45, 0.23], [0.95, 0.95, 0.23], [0.2, 0.7, 0.53], [0.7, 0.7, 0.53], [0.45, 0.45, 0.03], [0.45, 0.95, 0.03]]"
"[5.1, 5.1, 5.1]","[59.0, 59.0, 59.0]","['Ce', 'Y', 'Zn', 'Zn']","[[0.64, 0.75, 0.3], [0.14, 0.25, 0.8], [0.89, 0.0, 0.55], [0.39, 0.5, 0.05]]"
"[5.1, 5.1, 5.1]","[90.0, 90.0, 90.0]","['Pr', 'Y', 'Y', 'Y']","[[0.73, 0.17, 0.54], [0.73, 0.67, 0.04], [0.23, 0.17, 0.04], [0.23, 0.67, 0.54]]"
"[7.2, 7.2, 4.3]","[90.0, 90.0, 90.0]","['Dy', 'Dy', 'Dy', 'Dy', 'Mg', 'Mg', 'Ge', 'Ge', 'Ge', 'Ge']","[[0.11, 0.51, 0.78], [0.95, 0.01, 0.78], [0.61, 0.66, 0.78], [0.45, 0.16, 0.78], [0.28, 0.83, 0.28], [0.78, 0.33, 0.28], [0.41, 0.46, 0.28], [0.65, 0.96, 0.28], [0.91, 0.7, 0.28], [0.15, 0.2, 0.28]]"
"[6.7, 6.7, 6.5]","[73.0, 73.0, 32.0]","['V', 'V', 'V', 'Co', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.97, 0.76, 0.77], [0.25, 0.04, 0.48], [0.69, 0.48, 0.14], [0.43, 0.22, 0.91], [0.39, 0.18, 0.2], [0.79, 0.58, 0.84], [0.07, 0.86, 0.11], [0.17, 0.96, 0.76], [0.55, 0.34, 0.01], [0.49, 0.28, 0.51], [0.85, 0.64, 0.24], [0.82, 0.62, 0.59]]"
"[7.7, 7.7, 6.1]","[90.0, 90.0, 119.0]","['Cs', 'Cs', 'Ag', 'Ag', 'Cl', 'Cl', 'Cl', 'Cl']","[[0.29, 0.17, 0.51], [0.96, 0.51, 0.01], [0.63, 0.84, 0.26], [0.63, 0.84, 0.76], [0.47, 0.01, 0.01], [0.79, 0.67, 0.51], [0.47, 0.51, 0.01], [0.79, 0.18, 0.51]]"
